Compiling 1 file (.ex)
Generated main app
50-5=45      c: 0, revs: 0
99+89=88     c: 4663, revs: 1
88-84=4      c: 4664, revs: 0
4-4=0        c: 4664, revs: 1
0-9=91       c: 4665, revs: 0
91+777=68    c: 4665, revs: 8
68+30=98     c: 4673, revs: 0
98+2=0       c: 4673, revs: 1
0+90=90      c: 4674, revs: 0
90+10=0      c: 4674, revs: 1
0+47=47      c: 4675, revs: 0
47+622=69    c: 4675, revs: 6
69+31=0      c: 4681, revs: 1
0+21=21      c: 4682, revs: 0
21+16=37     c: 4682, revs: 0
37-37=0      c: 4682, revs: 1
0-50=50      c: 4683, revs: 0
50+50=0      c: 4683, revs: 1
0+3=3        c: 4684, revs: 0
3-684=19     c: 4684, revs: 7
19+60=79     c: 4691, revs: 0
79+71=50     c: 4691, revs: 1
50+50=0      c: 4692, revs: 1
0+49=49      c: 4693, revs: 0
49+90=39     c: 4693, revs: 1
39+8=47      c: 4694, revs: 0
47-27=20     c: 4694, revs: 0
20-20=0      c: 4694, revs: 1
0-49=51      c: 4695, revs: 0
51+862=13    c: 4695, revs: 9
13+73=86     c: 4704, revs: 0
86-86=0      c: 4704, revs: 1
0+308=8      c: 4705, revs: 3
8-42=66      c: 4708, revs: 1
66-666=0     c: 4709, revs: 7
0+14=14      c: 4716, revs: 0
14-96=18     c: 4716, revs: 1
18-79=39     c: 4717, revs: 1
39+17=56     c: 4718, revs: 0
56+44=0      c: 4718, revs: 1
0-82=18      c: 4719, revs: 0
18+82=0      c: 4719, revs: 1
0+77=77      c: 4720, revs: 0
77+223=0     c: 4720, revs: 3
0+7=7        c: 4723, revs: 0
7+18=25      c: 4723, revs: 0
25-25=0      c: 4723, revs: 1
0-23=77      c: 4724, revs: 0
77-67=10     c: 4724, revs: 0
10-810=0     c: 4724, revs: 9
0+90=90      c: 4733, revs: 0
90-96=94     c: 4733, revs: 1
94+6=0       c: 4734, revs: 1
0+165=65     c: 4735, revs: 1
65-897=68    c: 4736, revs: 9
68+91=59     c: 4745, revs: 1
59+17=76     c: 4746, revs: 0
76+24=0      c: 4746, revs: 1
0+70=70      c: 4747, revs: 0
70+92=62     c: 4747, revs: 1
62-70=92     c: 4748, revs: 1
92+246=38    c: 4749, revs: 3
38+540=78    c: 4752, revs: 5
78+22=0      c: 4757, revs: 1
0+64=64      c: 4758, revs: 0
64-75=89     c: 4758, revs: 1
89-73=16     c: 4759, revs: 0
16-816=0     c: 4759, revs: 9
0+5=5        c: 4768, revs: 0
5+525=30     c: 4768, revs: 5
30+56=86     c: 4773, revs: 0
86+51=37     c: 4773, revs: 1
37+853=90    c: 4774, revs: 8
90+10=0      c: 4782, revs: 1
0-69=31      c: 4783, revs: 0
31+65=96     c: 4783, revs: 0
96-796=0     c: 4783, revs: 8
0-422=78     c: 4791, revs: 4
78-193=85    c: 4795, revs: 2
85+63=48     c: 4797, revs: 1
48-40=8      c: 4798, revs: 0
8-48=60      c: 4798, revs: 1
60+75=35     c: 4799, revs: 1
35+444=79    c: 4800, revs: 4
79+21=0      c: 4804, revs: 1
0+27=27      c: 4805, revs: 0
27-23=4      c: 4805, revs: 0
4-88=16      c: 4805, revs: 1
16+6=22      c: 4806, revs: 0
22+616=38    c: 4806, revs: 6
38-47=91     c: 4812, revs: 1
91-591=0     c: 4813, revs: 6
0-90=10      c: 4819, revs: 0
10+97=7      c: 4819, revs: 1
7-95=12      c: 4820, revs: 1
12+88=0      c: 4821, revs: 1
0+135=35     c: 4822, revs: 1
35-35=0      c: 4823, revs: 1
0+96=96      c: 4824, revs: 0
96-16=80     c: 4824, revs: 0
80+71=51     c: 4824, revs: 1
51+2=53      c: 4825, revs: 0
53+847=0     c: 4825, revs: 9
0+15=15      c: 4834, revs: 0
15+53=68     c: 4834, revs: 0
68-68=0      c: 4834, revs: 1
0-65=35      c: 4835, revs: 0
35+76=11     c: 4835, revs: 1
11-90=21     c: 4836, revs: 1
21-75=46     c: 4837, revs: 1
46-46=0      c: 4838, revs: 1
0+90=90      c: 4839, revs: 0
90-772=18    c: 4839, revs: 7
18-38=80     c: 4846, revs: 1
80-36=44     c: 4847, revs: 0
44+62=6      c: 4847, revs: 1
6+94=0       c: 4848, revs: 1
0+54=54      c: 4849, revs: 0
54+738=92    c: 4849, revs: 7
92+42=34     c: 4856, revs: 1
34-703=31    c: 4857, revs: 7
31+69=0      c: 4864, revs: 1
0-60=40      c: 4865, revs: 0
40+89=29     c: 4865, revs: 1
29+19=48     c: 4866, revs: 0
48+22=70     c: 4866, revs: 0
70-774=96    c: 4866, revs: 8
96+4=0       c: 4874, revs: 1
0-577=23     c: 4875, revs: 5
23-94=29     c: 4880, revs: 1
29-452=77    c: 4881, revs: 5
77+76=53     c: 4886, revs: 1
53-51=2      c: 4887, revs: 0
2-5=97       c: 4887, revs: 1
97+85=82     c: 4888, revs: 1
82+18=0      c: 4889, revs: 1
0-843=57     c: 4890, revs: 8
57-36=21     c: 4898, revs: 0
21+12=33     c: 4898, revs: 0
33-86=47     c: 4898, revs: 1
47-647=0     c: 4899, revs: 7
0-64=36      c: 4906, revs: 0
36+87=23     c: 4906, revs: 1
23+75=98     c: 4907, revs: 0
98+2=0       c: 4907, revs: 1
0-40=60      c: 4908, revs: 0
60+40=0      c: 4908, revs: 1
0-981=19     c: 4909, revs: 9
19+8=27      c: 4918, revs: 0
27-72=55     c: 4918, revs: 1
55+80=35     c: 4919, revs: 1
35-941=94    c: 4920, revs: 10
94+3=97      c: 4930, revs: 0
97+7=4       c: 4930, revs: 1
4-75=29      c: 4931, revs: 1
29-29=0      c: 4932, revs: 1
0+96=96      c: 4933, revs: 0
96+4=0       c: 4933, revs: 1
0+272=72     c: 4934, revs: 2
72+52=24     c: 4936, revs: 1
24-666=58    c: 4937, revs: 7
58+42=0      c: 4944, revs: 1
0+2=2        c: 4945, revs: 0
2-2=0        c: 4945, revs: 1
0+644=44     c: 4946, revs: 6
44-49=95     c: 4952, revs: 1
95-95=0      c: 4953, revs: 1
0+24=24      c: 4954, revs: 0
24+36=60     c: 4954, revs: 0
60+77=37     c: 4954, revs: 1
37+59=96     c: 4955, revs: 0
96+98=94     c: 4955, revs: 1
94-94=0      c: 4956, revs: 1
0+96=96      c: 4957, revs: 0
96-65=31     c: 4957, revs: 0
31-31=0      c: 4957, revs: 1
0-691=9      c: 4958, revs: 6
9+91=0       c: 4964, revs: 1
0+67=67      c: 4965, revs: 0
67-67=0      c: 4965, revs: 1
0+89=89      c: 4966, revs: 0
89+11=0      c: 4966, revs: 1
0-914=86     c: 4967, revs: 9
86-681=5     c: 4976, revs: 6
5+12=17      c: 4982, revs: 0
17+95=12     c: 4982, revs: 1
12+88=0      c: 4983, revs: 1
0+56=56      c: 4984, revs: 0
56+67=23     c: 4984, revs: 1
23+73=96     c: 4985, revs: 0
96+91=87     c: 4985, revs: 1
87+89=76     c: 4986, revs: 1
76-595=81    c: 4987, revs: 6
81+56=37     c: 4993, revs: 1
37+63=0      c: 4994, revs: 1
0-64=36      c: 4995, revs: 0
36+46=82     c: 4995, revs: 0
82-74=8      c: 4995, revs: 0
8-8=0        c: 4995, revs: 1
0+92=92      c: 4996, revs: 0
92+986=78    c: 4996, revs: 10
78+128=6     c: 5006, revs: 2
6+94=0       c: 5008, revs: 1
0+13=13      c: 5009, revs: 0
13-66=47     c: 5009, revs: 1
47-38=9      c: 5010, revs: 0
9+38=47      c: 5010, revs: 0
47+53=0      c: 5010, revs: 1
0+66=66      c: 5011, revs: 0
66+34=0      c: 5011, revs: 1
0-993=7      c: 5012, revs: 9
7+69=76      c: 5021, revs: 0
76+80=56     c: 5021, revs: 1
56-73=83     c: 5022, revs: 1
83-82=1      c: 5023, revs: 0
1+2=3        c: 5023, revs: 0
3-3=0        c: 5023, revs: 1
0+69=69      c: 5024, revs: 0
69-75=94     c: 5024, revs: 1
94-41=53     c: 5025, revs: 0
53+47=0      c: 5025, revs: 1
0+97=97      c: 5026, revs: 0
97+88=85     c: 5026, revs: 1
85+15=0      c: 5027, revs: 1
0-45=55      c: 5028, revs: 0
55-63=92     c: 5028, revs: 1
92-56=36     c: 5029, revs: 0
36-54=82     c: 5029, revs: 1
82+18=0      c: 5030, revs: 1
0+61=61      c: 5031, revs: 0
61-41=20     c: 5031, revs: 0
20-775=45    c: 5031, revs: 8
45+31=76     c: 5039, revs: 0
76-54=22     c: 5039, revs: 0
22-69=53     c: 5039, revs: 1
53+50=3      c: 5040, revs: 1
3+78=81      c: 5041, revs: 0
81+19=0      c: 5041, revs: 1
0+54=54      c: 5042, revs: 0
54-523=31    c: 5042, revs: 5
31-31=0      c: 5047, revs: 1
0-75=25      c: 5048, revs: 0
25-27=98     c: 5048, revs: 1
98-214=84    c: 5049, revs: 2
84+40=24     c: 5051, revs: 1
24-724=0     c: 5052, revs: 8
0+634=34     c: 5060, revs: 6
34-34=0      c: 5066, revs: 1
0+99=99      c: 5067, revs: 0
99+1=0       c: 5067, revs: 1
0+50=50      c: 5068, revs: 0
50-429=21    c: 5068, revs: 4
21-21=0      c: 5072, revs: 1
0+926=26     c: 5073, revs: 9
26+74=0      c: 5082, revs: 1
0+768=68     c: 5083, revs: 7
68+53=21     c: 5090, revs: 1
21-21=0      c: 5091, revs: 1
0-77=23      c: 5092, revs: 0
23-512=11    c: 5092, revs: 5
11-11=0      c: 5097, revs: 1
0-73=27      c: 5098, revs: 0
27+48=75     c: 5098, revs: 0
75-75=0      c: 5098, revs: 1
0-648=52     c: 5099, revs: 6
52-75=77     c: 5105, revs: 1
77-73=4      c: 5106, revs: 0
4+96=0       c: 5106, revs: 1
0+503=3      c: 5107, revs: 5
3-11=92      c: 5112, revs: 1
92-677=15    c: 5113, revs: 6
15-42=73     c: 5119, revs: 1
73-73=0      c: 5120, revs: 1
0+55=55      c: 5121, revs: 0
55+45=0      c: 5121, revs: 1
0+70=70      c: 5122, revs: 0
70+530=0     c: 5122, revs: 6
0-685=15     c: 5128, revs: 6
15+78=93     c: 5134, revs: 0
93+60=53     c: 5134, revs: 1
53-62=91     c: 5135, revs: 1
91+379=70    c: 5136, revs: 4
70-91=79     c: 5140, revs: 1
79-79=0      c: 5141, revs: 1
0-7=93       c: 5142, revs: 0
93-75=18     c: 5142, revs: 0
18-46=72     c: 5142, revs: 1
72+183=55    c: 5143, revs: 2
55+102=57    c: 5145, revs: 1
57-25=32     c: 5146, revs: 0
32-32=0      c: 5146, revs: 1
0+57=57      c: 5147, revs: 0
57+43=0      c: 5147, revs: 1
0-26=74      c: 5148, revs: 0
74+75=49     c: 5148, revs: 1
49+50=99     c: 5149, revs: 0
99-59=40     c: 5149, revs: 0
40+11=51     c: 5149, revs: 0
51-288=63    c: 5149, revs: 3
63-47=16     c: 5152, revs: 0
16+84=0      c: 5152, revs: 1
0+286=86     c: 5153, revs: 2
86-486=0     c: 5155, revs: 5
0+74=74      c: 5160, revs: 0
74+626=0     c: 5160, revs: 7
0+47=47      c: 5167, revs: 0
47-90=57     c: 5167, revs: 1
57-57=0      c: 5168, revs: 1
0+58=58      c: 5169, revs: 0
58-25=33     c: 5169, revs: 0
33+10=43     c: 5169, revs: 0
43-243=0     c: 5169, revs: 3
0-51=49      c: 5172, revs: 0
49+736=85    c: 5172, revs: 7
85-51=34     c: 5179, revs: 0
34-34=0      c: 5179, revs: 1
0+5=5        c: 5180, revs: 0
5+73=78      c: 5180, revs: 0
78-61=17     c: 5180, revs: 0
17-38=79     c: 5180, revs: 1
79-7=72      c: 5181, revs: 0
72+92=64     c: 5181, revs: 1
64-9=55      c: 5182, revs: 0
55+45=0      c: 5182, revs: 1
0+24=24      c: 5183, revs: 0
24+18=42     c: 5183, revs: 0
42-584=58    c: 5183, revs: 6
58-35=23     c: 5189, revs: 0
23+77=0      c: 5189, revs: 1
0-762=38     c: 5190, revs: 7
38+62=0      c: 5197, revs: 1
0-905=95     c: 5198, revs: 9
95-76=19     c: 5207, revs: 0
19-13=6      c: 5207, revs: 0
6+294=0      c: 5207, revs: 3
0+94=94      c: 5210, revs: 0
94-49=45     c: 5210, revs: 0
45-307=38    c: 5210, revs: 3
38+62=0      c: 5213, revs: 1
0+383=83     c: 5214, revs: 3
83-83=0      c: 5217, revs: 1
0-67=33      c: 5218, revs: 0
33-366=67    c: 5218, revs: 4
67-184=83    c: 5222, revs: 2
83-83=0      c: 5224, revs: 1
0+58=58      c: 5225, revs: 0
58-45=13     c: 5225, revs: 0
13-54=59     c: 5225, revs: 1
59+41=0      c: 5226, revs: 1
0+161=61     c: 5227, revs: 1
61+3=64      c: 5228, revs: 0
64-64=0      c: 5228, revs: 1
0-31=69      c: 5229, revs: 0
69-17=52     c: 5229, revs: 0
52+48=0      c: 5229, revs: 1
0+53=53      c: 5230, revs: 0
53-90=63     c: 5230, revs: 1
63-63=0      c: 5231, revs: 1
0+330=30     c: 5232, revs: 3
30-51=79     c: 5235, revs: 1
79+99=78     c: 5236, revs: 1
78-78=0      c: 5237, revs: 1
0+96=96      c: 5238, revs: 0
96+33=29     c: 5238, revs: 1
29-29=0      c: 5239, revs: 1
0+44=44      c: 5240, revs: 0
44+60=4      c: 5240, revs: 1
4-45=59      c: 5241, revs: 1
59+976=35    c: 5242, revs: 10
35+40=75     c: 5252, revs: 0
75-99=76     c: 5252, revs: 1
76-76=0      c: 5253, revs: 1
0-34=66      c: 5254, revs: 0
66+77=43     c: 5254, revs: 1
43-68=75     c: 5255, revs: 1
75-80=95     c: 5256, revs: 1
95-433=62    c: 5257, revs: 4
62+38=0      c: 5261, revs: 1
0+34=34      c: 5262, revs: 0
34-249=85    c: 5262, revs: 3
85-85=0      c: 5265, revs: 1
0-146=54     c: 5266, revs: 1
54+8=62      c: 5267, revs: 0
62+43=5      c: 5267, revs: 1
5-53=52      c: 5268, revs: 1
52+14=66     c: 5269, revs: 0
66+4=70      c: 5269, revs: 0
70+62=32     c: 5269, revs: 1
32-25=7      c: 5270, revs: 0
7-20=87      c: 5270, revs: 1
87-87=0      c: 5271, revs: 1
0+73=73      c: 5272, revs: 0
73+27=0      c: 5272, revs: 1
0+462=62     c: 5273, revs: 4
62+51=13     c: 5277, revs: 1
13-43=70     c: 5278, revs: 1
70-15=55     c: 5279, revs: 0
55+45=0      c: 5279, revs: 1
0+956=56     c: 5280, revs: 9
56+444=0     c: 5289, revs: 5
0+20=20      c: 5294, revs: 0
20+880=0     c: 5294, revs: 9
0+25=25      c: 5303, revs: 0
25+20=45     c: 5303, revs: 0
45+55=0      c: 5303, revs: 1
0+57=57      c: 5304, revs: 0
57+43=0      c: 5304, revs: 1
0+30=30      c: 5305, revs: 0
30-41=89     c: 5305, revs: 1
89+11=0      c: 5306, revs: 1
0+8=8        c: 5307, revs: 0
8+42=50      c: 5307, revs: 0
50-37=13     c: 5307, revs: 0
13+9=22      c: 5307, revs: 0
22-61=61     c: 5307, revs: 1
61+133=94    c: 5308, revs: 1
94-594=0     c: 5309, revs: 6
0+11=11      c: 5315, revs: 0
11-46=65     c: 5315, revs: 1
65+135=0     c: 5316, revs: 2
0-58=42      c: 5318, revs: 0
42+55=97     c: 5318, revs: 0
97-197=0     c: 5318, revs: 2
0-614=86     c: 5320, revs: 6
86-86=0      c: 5326, revs: 1
0-5=95       c: 5327, revs: 0
95+5=0       c: 5327, revs: 1
0-2=98       c: 5328, revs: 0
98-98=0      c: 5328, revs: 1
0-15=85      c: 5329, revs: 0
85-15=70     c: 5329, revs: 0
70+83=53     c: 5329, revs: 1
53-53=0      c: 5330, revs: 1
0-17=83      c: 5331, revs: 0
83-74=9      c: 5331, revs: 0
9+986=95     c: 5331, revs: 9
95+960=55    c: 5340, revs: 10
55+45=0      c: 5350, revs: 1
0-847=53     c: 5351, revs: 8
53-870=83    c: 5359, revs: 9
83+17=0      c: 5368, revs: 1
0-71=29      c: 5369, revs: 0
29+19=48     c: 5369, revs: 0
48-56=92     c: 5369, revs: 1
92-92=0      c: 5370, revs: 1
0+73=73      c: 5371, revs: 0
73+16=89     c: 5371, revs: 0
89+11=0      c: 5371, revs: 1
0+43=43      c: 5372, revs: 0
43+88=31     c: 5372, revs: 1
31-19=12     c: 5373, revs: 0
12-36=76     c: 5373, revs: 1
76-42=34     c: 5374, revs: 0
34-25=9      c: 5374, revs: 0
9-9=0        c: 5374, revs: 1
0-66=34      c: 5375, revs: 0
34-71=63     c: 5375, revs: 1
63-763=0     c: 5376, revs: 8
0-89=11      c: 5384, revs: 0
11-8=3       c: 5384, revs: 0
3-3=0        c: 5384, revs: 1
0+13=13      c: 5385, revs: 0
13+16=29     c: 5385, revs: 0
29-15=14     c: 5385, revs: 0
14+21=35     c: 5385, revs: 0
35+36=71     c: 5385, revs: 0
71+29=0      c: 5385, revs: 1
0-49=51      c: 5386, revs: 0
51-51=0      c: 5386, revs: 1
0-4=96       c: 5387, revs: 0
96+4=0       c: 5387, revs: 1
0-96=4       c: 5388, revs: 0
4+598=2      c: 5388, revs: 6
2-534=68     c: 5394, revs: 6
68+968=36    c: 5400, revs: 10
36-784=52    c: 5410, revs: 8
52-586=66    c: 5418, revs: 6
66-71=95     c: 5424, revs: 1
95+36=31     c: 5425, revs: 1
31-94=37     c: 5426, revs: 1
37-941=96    c: 5427, revs: 10
96-77=19     c: 5437, revs: 0
19+74=93     c: 5437, revs: 0
93+143=36    c: 5437, revs: 2
36-778=58    c: 5439, revs: 8
58-58=0      c: 5447, revs: 1
0+44=44      c: 5448, revs: 0
44+56=0      c: 5448, revs: 1
0+98=98      c: 5449, revs: 0
98-86=12     c: 5449, revs: 0
12+97=9      c: 5449, revs: 1
9+63=72      c: 5450, revs: 0
72-72=0      c: 5450, revs: 1
0+36=36      c: 5451, revs: 0
36+546=82    c: 5451, revs: 5
82+18=0      c: 5456, revs: 1
0+25=25      c: 5457, revs: 0
25-76=49     c: 5457, revs: 1
49+47=96     c: 5458, revs: 0
96-196=0     c: 5458, revs: 2
0-30=70      c: 5460, revs: 0
70+99=69     c: 5460, revs: 1
69+25=94     c: 5461, revs: 0
94-921=73    c: 5461, revs: 9
73+42=15     c: 5470, revs: 1
15-215=0     c: 5471, revs: 3
0-17=83      c: 5474, revs: 0
83+70=53     c: 5474, revs: 1
53-34=19     c: 5475, revs: 0
19-19=0      c: 5475, revs: 1
0-56=44      c: 5476, revs: 0
44+90=34     c: 5476, revs: 1
34-10=24     c: 5477, revs: 0
24+22=46     c: 5477, revs: 0
46-87=59     c: 5477, revs: 1
59+34=93     c: 5478, revs: 0
93-93=0      c: 5478, revs: 1
0-48=52      c: 5479, revs: 0
52-52=0      c: 5479, revs: 1
0-76=24      c: 5480, revs: 0
24-83=41     c: 5480, revs: 1
41+59=0      c: 5481, revs: 1
0+62=62      c: 5482, revs: 0
62+75=37     c: 5482, revs: 1
37-437=0     c: 5483, revs: 5
0+84=84      c: 5488, revs: 0
84+25=9      c: 5488, revs: 1
9-86=23      c: 5489, revs: 1
23+52=75     c: 5490, revs: 0
75+9=84      c: 5490, revs: 0
84-84=0      c: 5490, revs: 1
0-550=50     c: 5491, revs: 5
50+84=34     c: 5496, revs: 1
34+11=45     c: 5497, revs: 0
45+346=91    c: 5497, revs: 3
91+68=59     c: 5500, revs: 1
59+7=66      c: 5501, revs: 0
66+34=0      c: 5501, revs: 1
0+120=20     c: 5502, revs: 1
20+480=0     c: 5503, revs: 5
0+223=23     c: 5508, revs: 2
23-12=11     c: 5510, revs: 0
11+51=62     c: 5510, revs: 0
62+25=87     c: 5510, revs: 0
87+15=2      c: 5510, revs: 1
2+44=46      c: 5511, revs: 0
46+702=48    c: 5511, revs: 7
48+99=47     c: 5518, revs: 1
47-47=0      c: 5519, revs: 1
0-87=13      c: 5520, revs: 0
13-17=96     c: 5520, revs: 1
96+46=42     c: 5521, revs: 1
42-54=88     c: 5522, revs: 1
88-88=0      c: 5523, revs: 1
0-52=48      c: 5524, revs: 0
48-48=0      c: 5524, revs: 1
0-89=11      c: 5525, revs: 0
11-430=81    c: 5525, revs: 5
81+21=2      c: 5530, revs: 1
2+98=0       c: 5531, revs: 1
0-99=1       c: 5532, revs: 0
1+99=0       c: 5532, revs: 1
0+40=40      c: 5533, revs: 0
40+315=55    c: 5533, revs: 3
55+45=0      c: 5536, revs: 1
0-62=38      c: 5537, revs: 0
38-38=0      c: 5537, revs: 1
0+130=30     c: 5538, revs: 1
30+55=85     c: 5539, revs: 0
85+39=24     c: 5539, revs: 1
24-88=36     c: 5540, revs: 1
36-698=38    c: 5541, revs: 7
38+62=0      c: 5548, revs: 1
0-46=54      c: 5549, revs: 0
54+15=69     c: 5549, revs: 0
69+5=74      c: 5549, revs: 0
74+9=83      c: 5549, revs: 0
83-74=9      c: 5549, revs: 0
9-9=0        c: 5549, revs: 1
0-32=68      c: 5550, revs: 0
68-67=1      c: 5550, revs: 0
1-1=0        c: 5550, revs: 1
0-759=41     c: 5551, revs: 7
41-1=40      c: 5558, revs: 0
40+181=21    c: 5558, revs: 2
21-54=67     c: 5560, revs: 1
67-96=71     c: 5561, revs: 1
71+80=51     c: 5562, revs: 1
51-4=47      c: 5563, revs: 0
47+84=31     c: 5563, revs: 1
31+43=74     c: 5564, revs: 0
74-74=0      c: 5564, revs: 1
0+851=51     c: 5565, revs: 8
51+49=0      c: 5573, revs: 1
0-3=97       c: 5574, revs: 0
97-29=68     c: 5574, revs: 0
68-10=58     c: 5574, revs: 0
58+22=80     c: 5574, revs: 0
80-80=0      c: 5574, revs: 1
0+69=69      c: 5575, revs: 0
69-69=0      c: 5575, revs: 1
0-17=83      c: 5576, revs: 0
83+17=0      c: 5576, revs: 1
0+709=9      c: 5577, revs: 7
9-9=0        c: 5584, revs: 1
0+19=19      c: 5585, revs: 0
19-19=0      c: 5585, revs: 1
0+28=28      c: 5586, revs: 0
28-6=22      c: 5586, revs: 0
22+88=10     c: 5586, revs: 1
10-55=55     c: 5587, revs: 1
55-97=58     c: 5588, revs: 1
58+3=61      c: 5589, revs: 0
61+39=0      c: 5589, revs: 1
0-79=21      c: 5590, revs: 0
21-53=68     c: 5590, revs: 1
68-468=0     c: 5591, revs: 5
0+16=16      c: 5596, revs: 0
16-8=8       c: 5596, revs: 0
8+341=49     c: 5596, revs: 3
49-69=80     c: 5599, revs: 1
80+20=0      c: 5600, revs: 1
0+64=64      c: 5601, revs: 0
64-92=72     c: 5601, revs: 1
72+23=95     c: 5602, revs: 0
95-8=87      c: 5602, revs: 0
87+69=56     c: 5602, revs: 1
56-47=9      c: 5603, revs: 0
9+64=73      c: 5603, revs: 0
73-73=0      c: 5603, revs: 1
0+71=71      c: 5604, revs: 0
71+29=0      c: 5604, revs: 1
0+9=9        c: 5605, revs: 0
9-9=0        c: 5605, revs: 1
0+7=7        c: 5606, revs: 0
7-7=0        c: 5606, revs: 1
0-292=8      c: 5607, revs: 2
8-93=15      c: 5609, revs: 1
15+584=99    c: 5610, revs: 5
99+29=28     c: 5615, revs: 1
28+47=75     c: 5616, revs: 0
75+94=69     c: 5616, revs: 1
69-69=0      c: 5617, revs: 1
0-15=85      c: 5618, revs: 0
85-379=6     c: 5618, revs: 3
6-6=0        c: 5621, revs: 1
0-621=79     c: 5622, revs: 6
79+3=82      c: 5628, revs: 0
82-4=78      c: 5628, revs: 0
78+97=75     c: 5628, revs: 1
75+57=32     c: 5629, revs: 1
32-357=75    c: 5630, revs: 4
75-82=93     c: 5634, revs: 1
93+533=26    c: 5635, revs: 6
26-71=55     c: 5641, revs: 1
55-55=0      c: 5642, revs: 1
0+44=44      c: 5643, revs: 0
44-84=60     c: 5643, revs: 1
60-60=0      c: 5644, revs: 1
0+598=98     c: 5645, revs: 5
98-98=0      c: 5650, revs: 1
0+523=23     c: 5651, revs: 5
23-23=0      c: 5656, revs: 1
0-780=20     c: 5657, revs: 7
20-420=0     c: 5664, revs: 5
0+11=11      c: 5669, revs: 0
11-753=58    c: 5669, revs: 8
58+42=0      c: 5677, revs: 1
0+63=63      c: 5678, revs: 0
63-63=0      c: 5678, revs: 1
0-42=58      c: 5679, revs: 0
58-78=80     c: 5679, revs: 1
80-40=40     c: 5680, revs: 0
40+53=93     c: 5680, revs: 0
93-77=16     c: 5680, revs: 0
16-98=18     c: 5680, revs: 1
18+682=0     c: 5681, revs: 7
0-25=75      c: 5688, revs: 0
75-875=0     c: 5688, revs: 9
0+68=68      c: 5697, revs: 0
68+32=0      c: 5697, revs: 1
0-71=29      c: 5698, revs: 0
29-43=86     c: 5698, revs: 1
86+14=0      c: 5699, revs: 1
0-6=94       c: 5700, revs: 0
94+13=7      c: 5700, revs: 1
7-89=18      c: 5701, revs: 1
18+60=78     c: 5702, revs: 0
78+22=0      c: 5702, revs: 1
0-83=17      c: 5703, revs: 0
17+83=0      c: 5703, revs: 1
0-11=89      c: 5704, revs: 0
89-63=26     c: 5704, revs: 0
26+31=57     c: 5704, revs: 0
57-36=21     c: 5704, revs: 0
21+95=16     c: 5704, revs: 1
16+84=0      c: 5705, revs: 1
0+21=21      c: 5706, revs: 0
21+403=24    c: 5706, revs: 4
24+1=25      c: 5710, revs: 0
25+14=39     c: 5710, revs: 0
39-90=49     c: 5710, revs: 1
49+251=0     c: 5711, revs: 3
0-99=1       c: 5714, revs: 0
1+79=80      c: 5714, revs: 0
80+575=55    c: 5714, revs: 6
55+66=21     c: 5720, revs: 1
21+840=61    c: 5721, revs: 8
61+23=84     c: 5729, revs: 0
84+16=0      c: 5729, revs: 1
0+84=84      c: 5730, revs: 0
84+39=23     c: 5730, revs: 1
23-5=18      c: 5731, revs: 0
18+614=32    c: 5731, revs: 6
32+390=22    c: 5737, revs: 4
22-22=0      c: 5741, revs: 1
0+44=44      c: 5742, revs: 0
44+9=53      c: 5742, revs: 0
53-9=44      c: 5742, revs: 0
44+256=0     c: 5742, revs: 3
0-889=11     c: 5745, revs: 8
11+32=43     c: 5753, revs: 0
43+57=0      c: 5753, revs: 1
0-83=17      c: 5754, revs: 0
17+7=24      c: 5754, revs: 0
24+876=0     c: 5754, revs: 9
0-10=90      c: 5763, revs: 0
90+74=64     c: 5763, revs: 1
64-74=90     c: 5764, revs: 1
90-91=99     c: 5765, revs: 1
99-57=42     c: 5766, revs: 0
42-69=73     c: 5766, revs: 1
73-40=33     c: 5767, revs: 0
33-76=57     c: 5767, revs: 1
57+86=43     c: 5768, revs: 1
43+393=36    c: 5769, revs: 4
36+64=0      c: 5773, revs: 1
0+22=22      c: 5774, revs: 0
22-22=0      c: 5774, revs: 1
0+10=10      c: 5775, revs: 0
10+13=23     c: 5775, revs: 0
23+63=86     c: 5775, revs: 0
86-80=6      c: 5775, revs: 0
6-6=0        c: 5775, revs: 1
0+195=95     c: 5776, revs: 1
95+38=33     c: 5777, revs: 1
33+67=0      c: 5778, revs: 1
0-57=43      c: 5779, revs: 0
43+26=69     c: 5779, revs: 0
69+31=0      c: 5779, revs: 1
0-158=42     c: 5780, revs: 1
42-883=59    c: 5781, revs: 9
59+104=63    c: 5790, revs: 1
63+37=0      c: 5791, revs: 1
0-41=59      c: 5792, revs: 0
59-5=54      c: 5792, revs: 0
54+69=23     c: 5792, revs: 1
23-970=53    c: 5793, revs: 10
53-68=85     c: 5803, revs: 1
85+15=0      c: 5804, revs: 1
0+55=55      c: 5805, revs: 0
55+245=0     c: 5805, revs: 3
0+982=82     c: 5808, revs: 9
82+418=0     c: 5817, revs: 5
0+67=67      c: 5822, revs: 0
67-67=0      c: 5822, revs: 1
0+247=47     c: 5823, revs: 2
47+19=66     c: 5825, revs: 0
66+34=0      c: 5825, revs: 1
0+934=34     c: 5826, revs: 9
34-922=12    c: 5835, revs: 9
12+9=21      c: 5844, revs: 0
21+59=80     c: 5844, revs: 0
80-44=36     c: 5844, revs: 0
36+47=83     c: 5844, revs: 0
83+70=53     c: 5844, revs: 1
